Age,Annual_Income,Loan_Amount,Existing_Debts,Credit_Utilization,Payment_History,Credit_History_Length,Savings_Balance,EMI_Amount,Debt_to_Income_Ratio,Creditworthy
32,1233879,401133,129327,63,74,10,314348,29687,10.48,0
38,826701,609367,341458,44,73,23,408382,8148,41.3,0
35,251012,262628,439175,53,96,24,479118,13855,174.96,0
36,330193,161889,289006,36,69,4,882226,29516,87.53,0
47,1176809,312063,420489,42,79,20,840166,16473,35.73,0
28,418168,361467,356093,96,54,26,791318,31285,85.16,0
45,348178,402053,435716,83,52,5,887683,23557,125.14,0
37,258123,96105,130223,91,81,5,399683,43502,50.45,0
49,311825,473380,266100,92,66,11,630909,15219,85.34,0
28,1417309,182957,203161,17,91,19,791357,45006,14.33,1
35,970391,51049,350933,89,54,5,790680,48125,36.16,0
47,1473546,627569,351595,58,60,21,729801,40965,23.86,0
27,424866,355415,117782,80,87,8,579366,35470,27.72,0
23,1224208,116697,264509,17,53,7,824210,39297,21.61,0
49,1138624,509567,334348,43,88,8,742286,40984,29.36,0
44,1399438,86534,398216,27,68,13,686284,46380,28.46,0
23,782943,143034,319216,96,88,5,55832,41423,40.77,0
40,915003,108097,52499,18,95,28,642828,39185,5.74,1
35,378446,759173,257023,21,98,27,771140,49901,67.92,0
45,898267,337181,331355,28,72,18,600531,7324,36.89,0
50,1429719,479223,143979,62,66,24,510144,21257,10.07,0
34,496956,522694,148408,67,62,9,952552,9313,29.86,0
27,1036002,601566,347364,38,76,2,255701,48227,33.53,1
37,1308762,713632,355991,55,50,16,567103,27052,27.2,0
40,1370642,560708,183403,90,51,14,831114,25603,13.38,0
56,590508,411317,473888,14,67,17,551777,22762,80.25,0
29,236160,874726,371603,76,85,28,390012,19508,157.35,0
58,219156,647565,339899,25,94,6,794646,17815,155.09,0
42,1324784,54694,330927,41,82,3,986738,5974,24.98,0
22,673196,632438,201023,11,85,17,910126,21161,29.86,1
44,665536,641758,183581,94,51,13,329845,30730,27.58,0
28,873289,595844,389995,17,53,6,944455,13723,44.66,0
31,659822,245543,268616,84,65,28,248047,16473,40.71,0
33,1479802,623374,415596,34,53,8,715378,2085,28.08,0
37,919701,724267,365296,35,58,25,152524,23579,39.72,0
28,1081809,822687,158352,9,98,29,825067,23643,14.64,1
41,505007,229559,152931,36,70,6,239355,27670,30.28,0
38,937197,996662,230413,20,72,28,109332,19869,24.59,0
50,265439,987797,441618,77,51,16,431149,16771,166.37,0
38,845649,673756,139334,26,52,6,437797,42060,16.48,0
51,412986,869819,404282,68,72,17,783776,11346,97.89,0
58,1445862,642890,146626,48,75,21,441497,22462,10.14,0
52,229777,988760,7008,44,96,3,914646,40970,3.05,0
31,620661,543857,349995,41,56,23,686547,20432,56.39,0
45,398110,566304,80799,82,85,12,819385,14174,20.3,0
53,1233981,973098,278382,20,93,25,961322,18183,22.56,1
58,614627,576748,235018,47,82,29,427918,30697,38.24,0
28,905937,122356,475241,88,98,27,278422,6611,52.46,0
31,478011,891130,279297,67,85,6,185638,47959,58.43,0
42,1393914,309925,59353,19,53,21,69722,23393,4.26,0
44,890568,938178,52092,48,72,7,290180,26871,5.85,0
37,759650,590479,243907,94,74,11,123031,6263,32.11,0
32,450449,658919,174224,13,90,9,689943,42394,38.68,1
52,513732,295702,49104,69,75,16,866676,22954,9.56,0
35,1417933,846961,155355,48,77,5,150548,12996,10.96,0
36,980445,82175,439645,24,77,15,605142,11805,44.84,0
42,405827,329819,470439,74,70,21,104805,10107,115.92,0
48,402918,486374,219606,78,59,26,441843,11467,54.5,0
40,1212671,883230,448173,37,76,4,972945,22024,36.96,1
53,542424,907342,28887,84,64,5,917735,42607,5.33,0
30,1042955,442544,439388,10,66,7,165826,19679,42.13,0
52,1123882,731336,266499,87,88,3,508113,13270,23.71,0
53,940045,768476,295845,35,84,4,992255,18815,31.47,1
22,1356245,390822,172606,70,54,25,816411,22556,12.73,0
53,932318,112821,251420,22,65,15,866878,14887,26.97,0
53,358998,560559,71442,32,72,28,202233,36129,19.9,0
33,822995,62204,454490,72,88,2,308166,24925,55.22,0
50,445847,843826,471324,69,97,24,990761,13324,105.71,0
53,1476120,296464,12279,84,58,25,538741,1723,0.83,0
33,1176006,901246,174563,49,82,5,848007,35315,14.84,0
46,1074168,83593,120738,62,84,7,591548,9275,11.24,0
42,467614,258260,469363,51,89,22,752077,14405,100.37,0
59,1476043,165064,139333,70,99,17,229973,2365,9.44,0
22,1394601,542492,135546,56,73,8,101862,47427,9.72,0
58,1156011,103365,91414,40,73,9,181777,28338,7.91,0
59,992955,814932,290534,5,99,10,983337,4853,29.26,1
46,1466571,967947,420141,43,73,11,588317,5682,28.65,0
35,493313,270511,344318,91,68,1,407393,45159,69.8,0
54,354062,542274,452267,94,88,15,865397,6960,127.74,0
31,1054032,471396,220079,79,74,8,567240,25727,20.88,0
23,757373,529871,4787,5,80,19,528431,25073,0.63,1
26,1345640,256971,242951,79,87,12,242509,22541,18.05,0
29,906014,153700,204470,92,74,6,735874,20882,22.57,0
26,333114,409221,189249,78,76,10,655113,49232,56.81,0
29,1056566,446681,305868,18,81,24,220381,46054,28.95,1
59,691638,118247,10663,82,60,5,399149,2567,1.54,0
51,757765,232631,409336,75,54,24,978588,25787,54.02,0
52,884076,206270,153812,27,93,7,664247,24053,17.4,1
32,339133,891172,495262,47,82,7,868142,27755,146.04,0
28,965710,203560,133107,26,68,23,31796,28799,13.78,0
28,545165,743875,100271,64,92,25,191420,37959,18.39,0
48,470001,559627,450659,31,96,22,349557,10718,95.88,0
40,623327,340042,67388,60,65,22,523151,24540,10.81,0
27,982409,445135,52335,6,84,27,194405,26097,5.33,1
31,544572,231142,43315,43,60,9,289866,23901,7.95,0
40,850332,636901,457381,55,60,15,753451,29522,53.79,0
36,913391,146707,367066,23,59,6,122761,38903,40.19,0
24,705350,423921,308771,66,83,16,613386,40519,43.78,0
26,537164,97003,401519,75,54,7,258380,41977,74.75,0
42,1277057,622766,49334,80,72,15,868514,12672,3.86,0
46,866627,457650,186964,71,74,23,559546,8174,21.57,0
23,1104329,479865,192268,67,78,2,283850,19103,17.41,0
34,961062,633318,327844,9,89,29,825375,9061,34.11,1
31,337815,758421,39726,76,62,28,860756,21398,11.76,0
38,827763,445215,493657,82,96,8,818747,33626,59.64,0
32,904133,195921,206823,65,81,12,544640,14265,22.88,0
43,519186,519655,180678,75,83,11,44497,34646,34.8,0
32,249476,820448,248045,11,61,6,347289,42553,99.43,0
33,1245471,556220,292838,54,73,20,710334,46698,23.51,0
45,490696,889232,162325,50,89,27,894754,40040,33.08,0
39,920602,841877,155302,76,70,13,917091,30472,16.87,0
56,884308,723400,185046,80,78,23,561516,46510,20.93,0
28,1455959,558524,325689,78,72,16,529896,18993,22.37,0
49,269093,836678,410141,18,82,8,911584,7714,152.42,0
52,216535,81153,268177,77,57,17,18882,30767,123.85,0
38,528634,841644,62461,98,91,26,264962,38877,11.82,0
26,456323,184411,264809,73,62,29,157340,19832,58.03,0
38,458916,630526,289169,69,54,13,342990,13749,63.01,0
39,913895,462610,416749,69,90,4,253180,16888,45.6,0
42,1478639,366015,439113,61,59,20,296607,35904,29.7,0
57,241269,937104,339805,66,63,10,86789,17020,140.84,0
52,1329250,520938,382617,24,73,25,95940,40734,28.78,0
23,1028894,346751,283142,79,60,29,976818,35821,27.52,0
48,1120631,102055,323392,30,95,22,806259,8763,28.86,1
30,485291,154509,104493,48,52,20,217546,47000,21.53,0
55,638744,185467,285201,71,78,16,698422,33851,44.65,0
49,968460,701666,79244,74,97,29,100690,17025,8.18,0
35,290925,458506,214680,66,79,17,934744,27015,73.79,0
53,790669,137687,201703,49,98,8,925175,16431,25.51,0
27,1490906,377222,359175,15,86,11,508364,20052,24.09,1
32,1156176,446907,374857,76,56,25,11585,38999,32.42,0
50,1262307,450686,105887,97,66,5,324676,44179,8.39,0
41,1349697,971345,67173,78,69,21,413757,42658,4.98,0
51,465976,152652,211278,38,60,26,277571,31992,45.34,0
44,212467,375341,38734,92,93,16,888715,46585,18.23,0
40,1289601,630061,62072,50,74,24,615444,43058,4.81,0
57,1392755,985280,457391,85,73,8,255954,7572,32.84,0
24,1245851,569846,234046,36,51,21,543321,36662,18.79,0
48,277994,252668,194855,79,76,16,696430,37185,70.09,0
40,294202,955375,356338,92,68,4,646746,17632,121.12,0
44,767769,601872,201811,9,78,6,925199,8810,26.29,1
52,644854,819189,218126,67,86,26,714464,13674,33.83,0
56,948987,447516,444258,33,60,21,22199,43917,46.81,0
54,360185,839770,183429,52,68,8,940280,8880,50.93,0
56,284363,112601,139741,20,77,9,688087,13650,49.14,0
22,525188,186559,113272,29,88,13,537219,35883,21.57,1
35,411027,86282,67902,76,70,17,90379,40349,16.52,0
54,1178534,276137,384391,33,75,9,197265,39419,32.62,1
56,473958,427591,412126,56,71,13,802131,2806,86.95,0
26,472168,670086,56959,50,55,9,461005,41068,12.06,0
59,1095668,705251,96623,29,60,6,264031,25871,8.82,0
32,782124,945043,131438,27,63,27,489976,43951,16.81,0
23,1184588,209876,48415,38,85,10,168393,49991,4.09,1
38,455095,715275,124716,71,89,5,857464,48136,27.4,0
41,681632,323302,383353,98,90,7,17636,6493,56.24,0
35,449717,255229,9907,38,51,11,863828,33548,2.2,0
53,1281516,60547,498126,36,92,24,130249,5650,38.87,1
55,729954,400857,357969,33,69,9,912050,45835,49.04,0
46,1404740,314603,32780,13,71,25,287133,17225,2.33,0
28,1116185,996272,451095,70,88,10,61086,46360,40.41,0
56,1109834,113146,478375,61,53,11,778901,1792,43.1,0
50,406717,415721,35085,43,78,3,768031,30803,8.63,0
43,226505,682049,458715,11,95,29,515174,34857,202.52,0
34,647603,415871,282570,73,73,8,503691,21881,43.63,0
34,1029601,362604,441413,12,50,17,308206,34557,42.87,0
22,1452930,132970,269629,22,73,7,744697,5194,18.56,0
57,1169246,766177,311671,86,79,12,465341,13558,26.66,0
25,412204,219319,457816,53,61,16,564686,27374,111.07,0
58,1499270,589707,386748,20,68,15,866715,21841,25.8,0
34,449836,609865,229632,25,86,21,899128,14475,51.05,0
59,958849,52921,256216,14,89,29,80774,7671,26.72,1
45,728168,972180,246209,8,92,13,799266,32764,33.81,1
40,636670,529177,91005,48,53,18,320347,6961,14.29,0
22,1173215,492900,474655,12,64,18,317820,45816,40.46,0
59,767827,194535,461964,59,69,24,560518,6155,60.17,0
26,440056,571317,58528,23,93,5,869084,34081,13.3,1
37,1467633,730834,497695,68,69,14,340608,1232,33.91,0
45,707800,877367,120631,44,70,28,525329,10221,17.04,0
48,1353419,699822,289943,55,59,11,103715,45566,21.42,0
22,643942,510221,253786,13,79,3,425350,25233,39.41,1
55,248784,831160,439555,34,73,17,241048,3711,176.68,0
57,313034,122828,409303,60,97,27,804622,13531,130.75,0
25,634044,697937,400662,85,89,23,99364,11480,63.19,0
21,1302938,401206,181532,48,89,27,669710,41708,13.93,0
32,253997,105152,356961,63,87,12,830487,13191,140.54,0
56,381413,270073,320404,19,52,3,709046,3122,84.0,0
43,1000981,408635,145949,72,78,23,878004,4779,14.58,0
51,1043352,273393,259673,74,57,28,169772,6654,24.89,0
31,940686,136569,417939,65,78,2,82146,46142,44.43,0
30,984752,908899,275087,84,59,4,117554,12169,27.93,0
23,357255,731132,403522,94,54,18,956924,2172,112.95,0
34,1080292,459579,167856,27,60,20,793653,8317,15.54,0
36,748912,733850,383545,81,53,21,297321,1159,51.21,0
30,770993,502220,151527,51,98,14,889818,3129,19.65,0
49,1046822,172537,221099,21,84,8,442867,20462,21.12,1
30,268369,103806,202520,61,99,2,217778,19613,75.46,0
32,1450469,967764,423190,58,89,26,64339,3917,29.18,0
50,900146,650280,27371,95,61,19,845714,20397,3.04,0
21,950046,334464,98746,56,70,10,771708,27125,10.39,0
25,847999,391115,101248,26,65,28,182142,46533,11.94,0
40,276425,833140,397152,87,63,29,889115,7326,143.67,0
28,696297,223217,164238,43,70,5,201775,35347,23.59,0
32,1218543,244760,287871,17,97,11,373182,48277,23.62,1
21,311915,360725,114000,82,76,28,690766,15349,36.55,0
40,585105,930077,63969,99,85,28,854441,35728,10.93,0
48,683414,595042,421584,70,50,9,535354,31792,61.69,0
57,1353248,119837,68531,56,50,16,211578,8902,5.06,0
57,1013071,712567,39097,18,71,26,325084,15033,3.86,0
32,518821,995424,166056,77,64,27,271803,37612,32.01,0
57,232930,268811,50859,78,69,5,584757,38465,21.83,0
48,1321889,960178,437507,67,52,15,911404,36158,33.1,0
35,949211,689068,196300,75,63,14,688710,35187,20.68,0
26,1361729,661369,485315,32,58,9,235843,4917,35.64,0
40,432911,860448,153222,93,68,20,407330,29411,35.39,0
34,1344634,372666,415277,50,89,26,907570,15206,30.88,0
22,287876,567447,422394,32,83,5,714559,13620,146.73,0
29,809654,957328,231944,6,53,15,134648,12822,28.65,0
57,737691,162099,56790,21,82,9,245514,38710,7.7,1
40,972838,725462,327840,63,92,4,599421,9354,33.7,0
46,461420,940861,277792,56,86,21,31245,25691,60.2,0
49,677843,838356,61779,8,51,21,521163,24954,9.11,0
21,535639,135015,106371,81,76,4,118574,6198,19.86,0
55,363004,679275,298816,86,94,20,53266,27046,82.32,0
26,558234,628621,331253,7,66,27,886194,23386,59.34,0
57,596601,789818,453737,41,98,21,767079,12271,76.05,0
25,781529,227171,34593,28,99,28,940099,22526,4.43,1
53,865727,762706,407002,76,80,22,103254,44798,47.01,0
34,265030,700660,487252,39,90,7,573506,26257,183.85,0
32,1412980,780841,271959,6,55,15,428359,9860,19.25,0
40,1202682,443522,415182,37,80,22,711538,27645,34.52,1
44,1455973,400639,407010,80,52,17,212772,25189,27.95,0
54,679702,644055,162495,90,89,18,501392,16762,23.91,0
45,305185,154332,492696,81,52,7,542075,1968,161.44,0
49,1284980,717567,283446,14,82,19,484676,6800,22.06,1
59,255182,875858,192136,85,62,28,992021,25229,75.29,0
51,903023,580624,217872,66,70,10,579574,32049,24.13,0
43,1052318,424344,347284,47,86,27,272225,30717,33.0,0
58,545992,780526,158907,73,65,13,537293,22767,29.1,0
40,1141631,329400,335500,63,70,2,83944,8470,29.39,0
43,1044124,804805,49282,13,97,22,141406,5819,4.72,1
36,1474037,230889,128451,81,93,27,133438,37003,8.71,0
28,1020217,549920,383491,64,62,20,86639,22639,37.59,0
41,808434,345863,183786,67,53,28,68217,5300,22.73,0
21,1206630,878449,198107,56,80,11,641536,47935,16.42,0
28,688195,95704,23814,27,58,5,644545,49429,3.46,0
49,772285,866445,155161,34,97,6,559457,24793,20.09,1
52,344375,392135,466378,47,82,3,237102,12071,135.43,0
58,235187,906690,449047,72,86,1,119247,4998,190.93,0
25,1189280,390492,425962,25,86,3,164524,42750,35.82,1
42,857253,276884,81673,47,73,3,953758,6180,9.53,0
54,1286666,217848,51940,77,74,22,210505,13752,4.04,0
21,1182426,322204,86796,11,90,4,853542,31513,7.34,1
46,977766,521808,36476,20,78,7,591541,39189,3.73,1
30,741797,974159,419499,27,89,29,473400,18879,56.55,0
50,268653,793470,132841,62,99,15,609498,25362,49.45,0
38,892289,362067,304422,91,96,11,879134,47686,34.12,0
37,466186,128563,178066,35,85,18,102246,15316,38.2,1
46,1442222,709390,456114,73,64,12,685330,28644,31.63,0
28,487166,139779,277778,10,94,4,407010,11899,57.02,0
32,752226,738649,236107,69,67,24,563472,46967,31.39,0
47,1423326,987243,126259,63,69,11,232167,25525,8.87,0
28,1104603,149704,404181,32,54,6,383322,6378,36.59,0
45,460710,311757,420782,22,67,26,572653,49669,91.33,0
24,1480896,965589,314340,92,89,19,565505,3577,21.23,0
53,1048152,160234,360823,81,50,26,539339,22690,34.42,0
21,912165,373831,179357,14,68,28,92662,41901,19.66,0
39,1325054,86491,393005,11,72,18,997584,35003,29.66,0
51,1138193,800909,186571,41,75,15,678235,16641,16.39,0
36,1375677,908547,19420,49,98,3,866323,4659,1.41,0
34,788033,954367,156308,90,78,17,423208,12847,19.84,0
25,1244385,395922,268362,20,83,1,652247,22752,21.57,1
46,1380859,972285,124283,92,68,2,192734,17440,9.0,0
48,593445,70448,443108,18,97,19,267962,11084,74.67,0
22,641758,554393,205103,15,67,29,378733,8472,31.96,0
26,1350065,363694,230461,87,51,9,257135,19953,17.07,0
29,756107,623582,64057,91,76,8,68475,21464,8.47,0
53,247779,333590,340753,38,55,12,303218,49364,137.52,0
45,789872,388723,207979,64,88,27,602340,23761,26.33,0
33,1497391,790749,214202,17,55,27,556910,19332,14.31,0
29,1044464,951111,142298,43,55,15,252531,17606,13.62,0
33,577218,135615,123108,48,80,25,911210,43599,21.33,0
51,1014468,67101,445487,32,90,23,647995,29998,43.91,0
31,345364,340160,272190,44,89,7,208087,38985,78.81,0
24,727340,724292,246027,20,79,21,748234,14537,33.83,1
54,1447486,487869,379606,54,70,16,102543,43717,26.23,0
58,529963,664769,371489,32,90,7,575270,10027,70.1,0
24,1225607,627090,37117,72,93,20,200141,3536,3.03,0
58,1395268,843981,129980,96,67,21,710438,3525,9.32,0
39,1279037,260005,398181,64,72,12,652281,10176,31.13,0
26,1215930,730722,452694,16,87,17,454089,18741,37.23,1
54,1258048,622130,209944,20,72,11,860230,5887,16.69,0
38,1055695,96539,188349,57,77,4,724144,25106,17.84,0
33,312036,608005,216451,58,85,19,162908,15847,69.37,0
43,388674,820569,452829,53,74,2,760142,12252,116.51,0
39,487667,466232,17373,40,56,2,528246,5477,3.56,0
31,1089694,236272,45452,66,67,24,602371,18755,4.17,0
21,790348,523484,181161,88,69,17,113227,20608,22.92,0
44,863759,503503,6654,30,54,24,824562,17095,0.77,0
27,1109121,165042,424496,60,67,9,780236,7104,38.27,0
45,243162,177922,187213,94,91,22,976479,34910,76.99,0
41,473497,142447,123319,26,89,1,862427,21693,26.04,1
35,312313,395546,367790,77,82,10,339916,30403,117.76,0
21,228477,354751,219015,73,64,28,424046,13726,95.86,0
32,286373,208693,461110,85,84,23,862548,7898,161.02,0
27,893464,62823,288727,53,96,15,155511,18972,32.32,0
35,918730,79986,249105,6,95,21,145787,45945,27.11,1
41,268359,695970,94242,57,50,15,691467,46684,35.12,0
39,1392564,638613,399576,11,70,25,756840,43430,28.69,0
49,1374726,560119,53968,81,57,23,53394,45874,3.93,0
45,673919,440069,134815,24,56,21,889535,13682,20.0,0
53,1016117,300476,400375,98,90,29,310809,5342,39.4,0
52,1037566,107771,163223,34,99,2,258662,49008,15.73,1
55,551060,104973,131590,79,93,14,531424,4362,23.88,0
58,1356543,720050,278796,99,89,4,173497,15583,20.55,0
46,294455,875539,471677,71,89,18,463090,35404,160.19,0
31,1423981,632176,113114,63,79,9,444648,48702,7.94,0
55,439646,585244,245615,70,87,2,665041,12104,55.87,0
28,389937,136839,251204,7,84,2,748138,27048,64.42,0
34,672312,217605,464227,60,51,18,971453,48876,69.05,0
30,1036188,566754,364633,83,95,17,880792,18628,35.19,0
22,585007,151131,234537,21,57,9,480650,12929,40.09,0
29,261192,379738,173420,56,87,8,765376,27674,66.4,0
23,391758,762261,206494,11,53,2,518419,44557,52.71,0
41,1035165,585807,77001,9,86,2,508875,14268,7.44,1
46,1483737,736475,386413,58,70,5,905321,22690,26.04,0
28,1012425,51832,76757,65,62,12,224367,31220,7.58,0
22,486287,531641,24395,20,58,29,360748,11704,5.02,0
26,1247635,688210,133407,71,94,28,406885,5514,10.69,0
48,915637,155474,101978,63,78,16,89918,48190,11.14,0
49,1355620,644003,463328,51,90,14,942940,25834,34.18,0
46,381062,908267,244348,52,73,20,749670,49308,64.12,0
45,656104,647654,131572,68,65,2,701390,19742,20.05,0
32,269351,87570,124541,54,61,24,538926,31892,46.24,0
25,434085,531193,223283,89,51,8,209474,28987,51.44,0
54,958171,711975,270227,45,68,29,67000,39383,28.2,0
57,698095,88311,368742,76,79,4,19251,15840,52.82,0
35,270309,402389,212328,26,65,20,412164,36144,78.55,0
56,1129950,677475,398759,58,73,9,324791,25771,35.29,0
35,886093,859866,462028,9,62,20,884846,29733,52.14,0
43,1367732,136879,183309,21,54,26,468939,20480,13.4,0
26,538144,590027,358315,82,72,27,501022,21019,66.58,0
41,221576,116202,120423,45,87,25,249949,17945,54.35,0
43,866110,148580,220788,96,80,19,236519,12641,25.49,0
36,827290,798779,6613,99,66,2,793517,16232,0.8,0
35,1433111,129599,372177,85,98,16,329389,45326,25.97,0
45,1275148,739009,197935,39,98,11,422314,12315,15.52,1
56,1235865,805724,433756,44,52,8,410624,44851,35.1,0
31,840816,691058,338346,26,75,12,485431,25615,40.24,0
35,894186,351614,419471,52,62,3,341213,24255,46.91,0
24,289051,387109,85666,57,93,13,603964,31709,29.64,0
41,1014299,437476,22068,97,87,2,860414,36272,2.18,0
33,1439879,753981,311201,14,71,13,374490,23355,21.61,0
42,403305,441825,281090,22,70,27,364298,26363,69.7,0
39,657576,835339,151619,84,78,8,882622,11068,23.06,0
54,773722,688588,85237,53,94,15,586491,43452,11.02,0
34,266617,350141,267913,75,95,24,588905,43089,100.49,0
